제품코드,제품명,성분코드,성분명,1일최대투여량,1일최대 투여기준량,점검기준 성분함량 (총함량),급여구분,공고번호,공고일자
689001660,리스카펜정_(1정),E62700ATB,acetaminophen,아세트아미노펜으로써 4000mg,4000,400,비급여,20170079,2017-02-16
626501680,판텍큐플러스연질캡슐_(1캡슐),E58000ACS,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,200,비급여,20170079,2017-02-16
626501690,판텍큐노즈플러스연질캡슐_(1캡슐),E58100ACS,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,200,비급여,20170079,2017-02-16
661605660,디큐펜맥스연질캡슐_(1캡슐),E62200ACS,acetaminophen,아세트아미노펜으로써 4000mg,4000,400,비급여,20170079,2017-02-16
648604690,나라필구강용해필름2.5밀리그램(나라트립탄염산염)_(2.78mg/1장),415501ATD,naratriptan hydrochloride (as naratriptan),나라트립탄 5mg,5,2.5,급여,20170079,2017-02-16
644503300,나그란구강붕해정2.5밀리그램(나라트립탄염산염)_(2.78mg/1정),415501ATD,naratriptan hydrochloride (as naratriptan),나라트립탄 5mg,5,2.5,급여,20170079,2017-02-16
642400260,로도핀정100mg(죠테핀)_(0.1g/1정),250801ATB,zotepine,450mg,450,100,급여,20180371,2018-08-31
642400240,로도핀정25mg(죠테핀)_(25mg/1정),250802ATB,zotepine,450mg,450,25,급여,20180371,2018-08-31
642400250,로도핀정50mg(죠테핀)_(50mg/1정),250803ATB,zotepine,450mg,450,50,급여,20180371,2018-08-31
640902870,모니마겐정350밀리그램(모니플루메이트)_(0.35g/1정),458402ATB,Morniflumate,"모니플루메이트 1,400mg",1400,350,급여,20210599,2021-12-16
645304380,가바뉴로캡슐75밀리그램(프레가발린)_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
652904160,서울가바펜틴캡슐100밀리그램_(0.1g/1캡슐),164201ACH,gabapentin,가바펜틴 3600mg,3600,100,급여,20210599,2021-12-16
621803610,리프렌캡슐50밀리그램(프레가발린)_(50mg/1캡슐),480406ACH,Pregabalin,프레가발린 600mg,600,50,급여,20210599,2021-12-16
641604590,대웅로수바스타틴정20밀리그램(로수바스타틴칼슘)_(20.8mg/1정),454002ATB,Rosuvastatin,로수바스타틴 20mg,20,20,급여,20210599,2021-12-16
678601360,크레로우정10밀리그램(로수바스타틴칼슘)_(10.4mg/1정),454001ATB,Rosuvastatin,로수바스타틴 20mg,20,10,급여,20210599,2021-12-16
678601350,크레로우정20밀리그램(로수바스타틴칼슘)_(20.8mg/1정),454002ATB,Rosuvastatin,로수바스타틴 20mg,20,20,급여,20210599,2021-12-16
658502150,메트린정500mg(메트포르민염산염)_(0.5g/1정),191502ATB,Metformin,"메트포르민염산염 2,550mg",2550,500,급여,20210599,2021-12-16
693902250,리프레가캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),480402ACH,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
680500720,프레탑캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),480402ACH,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
645600370,대화염산플루옥세틴캡슐_(22.4mg/1캡슐),161502ACH,Fluoxetine,플루옥세틴 80mg,80,20,급여,20210599,2021-12-16
656002990,모니메르정(모니플루메이트)_(0.35g/1정),458402ATB,Morniflumate,"모니플루메이트 1,400mg",1400,350,급여,20210599,2021-12-16
662503160,모니플라정(모니플루메이트)_(0.35g/1정),458402ATB,Morniflumate,"모니플루메이트 1,400mg",1400,350,급여,20210599,2021-12-16
669906130,모루밍정(모니플루메이트)_(0.35g/1정),458402ATB,Morniflumate,"모니플루메이트 1,400mg",1400,350,급여,20210599,2021-12-16
643103950,바이넥스모니플루메이트정_(0.35g/1정),458402ATB,Morniflumate,"모니플루메이트 1,400mg",1400,350,급여,20210599,2021-12-16
643202600,플로맥스정(모니플루메이트)_(0.35g/1정),458402ATB,Morniflumate,"모니플루메이트 1,400mg",1400,350,급여,20210599,2021-12-16
642306640,삼성모니플루메이트정350밀리그램_(0.35g/1정),458402ATB,Morniflumate,"모니플루메이트 1,400mg",1400,350,급여,20210599,2021-12-16
641904550,맥스노펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
641904550,맥스노펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
670609120,"휴글리아엠정50/1000밀리그램(시타글립틴, 메트포르민)_(1정)",705100ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
665003270,자누스틴메트정50/1000밀리그램_(1정),705100ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
641908200,"트루시타엠정50/1000밀리그램(시타글립틴, 메트포르민)_(1정)",705100ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
679802220,시타티딘듀오정50/1000밀리그램_(1정),705100ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
689001820,자누그립틴듀오정50/1000밀리그램_(1정),705100ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
655605610,글루시타듀오정50/1000밀리그램_(1정),705100ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
657807980,"시타원플러스정50/850밀리그램(시타글립틴, 메트포르민)_(1정)",705300ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
642906730,시타콤비정50/850밀리그램_(1정),705300ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
642707430,시트디엠메트정50/850밀리그램_(1정),705300ATB,metformin hydrochloride with colloidal anhydrous silica (as metformin hydrochloride),"메트포르민 2,000mg/시타글립틴 100mg",100,50,급여,20210599,2021-12-16
625200900,하비카정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
641502390,맥세비카정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
644004140,에스카정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
693202150,비카원스정5/40밀리그램_(1정),582200ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
663601400,에니틴정(암로디핀말레산염)_(6.42mg/1정),459801ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
644102180,노바로핀정(암로디핀말레산염)_(6.42mg/1정),459801ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
649100070,노브카핀정(암로디핀말레산염)_(6.42mg/1정),459801ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
640900530,아로디핀정(암로디핀말레산염)_(6.42mg/1정),459801ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
642701320,맥페란정(메토클로프라미드)_(3.84mg/1정),193701ATB,Metoclopramide,메토클로프라미드염산염 30mg,30,3.84,급여,20210599,2021-12-16
642701341,맥페란주사액2밀리리터(메토클로프라미드염산염수화물)_(10mg/2mL),193730BIJ,Metoclopramide,메토플로프라미드염산염수화물 30mg,30,10,급여,20210599,2021-12-16
641905340,보령부스파정15mg(부스피론염산염)_(15mg/1정),120503ATB,Buspirone,부스피론염산염 60mg,60,15,급여,20210599,2021-12-16
642706230,클자핀정100밀리그램(클로자핀)_(0.1g/1정),137501ATB,Clozapine,클로자핀 900mg,900,100,급여,20210599,2021-12-16
657203420,클로자릴정100밀리그램(클로자핀)_(0.1g/1정),137501ATB,Clozapine,클로자핀 900mg,900,100,급여,20210599,2021-12-16
649400510,로프민캡슐(로페라미드염산염)_(2mg/1캡슐),185102ACH,Loperamide,로페라미드염산염 16mg,16,2,급여,20210599,2021-12-16
642706240,클자핀정25밀리그램(클로자핀)_(25mg/1정),137502ATB,Clozapine,클로자핀 900mg,900,25,급여,20210599,2021-12-16
657203410,클로자릴정25밀리그램(클로자핀)_(25mg/1정),137502ATB,Clozapine,클로자핀 900mg,900,25,급여,20210599,2021-12-16
642706610,클자핀정50밀리그램(클로자핀)_(50mg/1정),137503ATB,Clozapine,클로자핀 900mg,900,50,급여,20210599,2021-12-16
661900940,엘포날정10밀리그램(에날라프릴말레산염)_(10mg/1정),151601ATB,Enalapril,에날라프릴말레산염 40mg,40,10,급여,20210599,2021-12-16
642100330,로자살탄플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
642904280,글리팜엠정1/250밀리그램_(1정),474200ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,250,급여,20210599,2021-12-16
643306120,네오마릴엠정1/250밀리그램_(1정),474200ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,250,급여,20210599,2021-12-16
645403580,메트마릴정1/250밀리그램_(1정),474200ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,250,급여,20210599,2021-12-16
651601510,윈글리엠정1/250밀리그램_(1정),474200ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,250,급여,20210599,2021-12-16
645604030,포디엠정1/250밀리그램_(1정),474200ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,250,급여,20210599,2021-12-16
653404040,피타론정(피타바스타틴칼슘)_(2mg/1정),470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
640006770,사일레노정6밀리그램(독세핀염산염)_(6.78mg/1정),149204ATB,Doxepin,독세핀 6mg,6,6,급여,20210599,2021-12-16
643301190,살로탄플러스에프정_(1정),378900ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,100,급여,20210599,2021-12-16
665500280,뉴로탄플러스에프정_(1정),378900ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,100,급여,20210599,2021-12-16
644000970,세자르플러스에프정_(1정),378900ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,100,급여,20210599,2021-12-16
644703780,에스케이코스카플러스에프정_(1정),378900ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,100,급여,20210599,2021-12-16
648100530,로사타플러스에프정_(1정),378900ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,100,급여,20210599,2021-12-16
645100461,대한디-만니톨주사액20%_(20g/100mL/병),148002BIJ,D-Mannitol,D-만니톨 200g,200,20,급여,20210599,2021-12-16
665507731,유니온케토롤락주(케토롤락트로메타민염)_(30mg/1mL),180033BIJ,Ketorolac,케토롤락트로메타민염 90mg,90,30,급여,20210599,2021-12-16
649405190,자라탄정100밀리그램(로사르탄칼륨)_(0.1g/1정),185702ATB,Losartan,로사르탄칼륨 100mg,100,100,급여,20210599,2021-12-16
649700870,지엘피록시캄캡슐20밀리그램_(20mg/1캡슐),214004ACH,Piroxicam,피록시캄 20mg,20,20,급여,20210599,2021-12-16
649701830,슈프레가CR서방정300밀리그램(프레가발린)_(0.3g/1정),480403ATR,Pregabalin,프레가발린 600mg,600,300,급여,20210599,2021-12-16
644502550,나스타정50밀리그램(나프토피딜)_(50mg/1정),614202ATB,Naftopidil,나프토피딜 75mg,75,50,급여,20210599,2021-12-16
642400161,데노간주(프로파세타몰염산염)_(1g/1병),219401BIJ,Propacetamol,프로파세타몰염산염 8g,8000,1000,급여,20210599,2021-12-16
644004270,그리핀정30밀리그램(피오글리타존염산염)_(33.06mg/1정),431902ATB,Pioglitazone,피오글리타존 30mg,30,30,급여,20210599,2021-12-16
660703291,세티악손주2그램(세프트리악손나트륨수화물)_(2g/1병),128803BIJ,Ceftriaxone,세프트리악손 4g(역가),4000,2000,급여,20210599,2021-12-16
649507410,스립정5밀리그램(졸피뎀타르타르산염)_(5mg/1정),250502ATB,Zolpidem,졸피뎀타르타르산염 10mg,10,5,급여,20210599,2021-12-16
641606960,트라세타세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
641606960,트라세타세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
641606950,트라세타정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
641606950,트라세타정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
649700730,지엘로페라미드염산염캡슐_(2mg/1캡슐),185102ACH,Loperamide,로페라미드염산염 16mg,16,2,급여,20210599,2021-12-16
645100471,대한디-만니톨주사액20%_(50g/250mL),148006BIJ,D-Mannitol,D-만니톨 200g,200,50,급여,20210599,2021-12-16
644502620,마이그란정50밀리그램(수마트립탄숙신산염)_(70mg/1정),233802ATB,Sumatriptan,수마트립탄 300mg,300,50,급여,20210599,2021-12-16
648104320,덱시디펜정400밀리그램(덱시부프로펜)_(0.4g/1정),142303ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,400,급여,20210599,2021-12-16
662504340,엑토린정30밀리그램(피오글리타존염산염)_(33.06mg/1정),431902ATB,Pioglitazone,피오글리타존 30mg,30,30,급여,20210599,2021-12-16
694002840,리키롤정2밀리그램(로피니롤염산염)_(2.28mg/1정),224902ATB,Ropinirole,로피니롤 24mg,24,2,급여,20210599,2021-12-16
643507160,졸피드정5밀리그램(졸피뎀타르타르산염)_(5mg/1정),250502ATB,Zolpidem,졸피뎀타르타르산염 10mg,10,5,급여,20210599,2021-12-16
649700390,알삭센정(나프록센나트륨)_(0.275g/1정),199501ATB,Naproxen,"나프록센 1,250mg 또는 나프록센나트륨 1,350mg",1350,275,급여,20210599,2021-12-16
645304570,피타듀스정2밀리그램(피타바스타틴칼슘)_(2mg/1정),470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
645304760,피타듀스정4밀리그램(피타바스타틴칼슘)_(4mg/1정),470903ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,4,급여,20210599,2021-12-16
647804900,인트랙정6.25밀리그램(카르베딜롤)_(6.25mg/1정),125003ATB,Carvedilol,카르베딜롤 100mg,100,6.25,급여,20210599,2021-12-16
657308190,타이몰8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),101430ATR,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,650,급여,20210599,2021-12-16
59000651,케이에스트라마돌염산염주_(0.1g/2mL),242331BIJ,Tramadol,트라마돌염산염 400mg,400,100,급여,20210599,2021-12-16
642105570,유한메트포르민염산염정500밀리그램_(0.5g/1정),191502ATB,Metformin,"메트포르민염산염 2,550mg",2550,500,급여,20210599,2021-12-16
698504140,"메트라민정(메트포르민)_(메트포르민염산염, 0.5g/1정)",191502ATB,Metformin,"메트포르민염산염 2,550mg",2550,500,급여,20210599,2021-12-16
648104350,로트로반정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
649806830,명문리스페리돈정1mg_(1mg/1정),224201ATB,Risperidone,리스페리돈 16mg,16,1,급여,20210599,2021-12-16
627500090,티지피시메티딘정_(0.2g/1정),133301ATB,Cimetidine,시메티딘 2.4g,2400,200,급여,20210599,2021-12-16
657307170,지무라돌세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
657307170,지무라돌세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
653500890,모빅캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),189701ACH,Meloxicam,멜록시캄 15mg,15,7.5,급여,20210599,2021-12-16
651900610,명인벤즈트로핀메실레이트정2밀리그람_(2mg/1정),116002ATB,Benztropine,벤즈트로핀메실산염 6mg,6,2,급여,20210599,2021-12-16
642105550,유한메트포르민염산염정1000밀리그램_(1g/1정),191504ATB,Metformin,"메트포르민염산염 2,550mg",2550,1000,급여,20210599,2021-12-16
59000571,케이트리악손주1g(세프트리악손나트륨수화물)_(1g/1병),128801BIJ,Ceftriaxone,세프트리악손 4g(역가),4000,1000,급여,20210599,2021-12-16
648603961,트라톨주(트라마돌염산염)_(0.1g/2mL),242331BIJ,Tramadol,트라마돌염산염 400mg,400,100,급여,20210599,2021-12-16
696600210,유트렌정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
696600210,유트렌정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
640006960,로바젯정10/5밀리그램_(1정),640700ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
669900550,대한뉴팜로잘탄플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
644102420,소니펜정300mg(덱시부프로펜)_(0.3g/1정),142301ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,300,급여,20210599,2021-12-16
641606880,렉사콜드정20밀리그램(에스시탈로프람옥살산염)_(25.54mg/1정),474803ATB,Escitalopram,에스시탈로프람 20mg,20,20,급여,20210599,2021-12-16
644704710,스카드비(B)정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
657804520,코사탄플러스프로정_(1정),486900ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,100,급여,20210599,2021-12-16
665500290,뉴로탄플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
661901630,코잘탄-플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
670301450,코살탄플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
655601420,엑시펜정(덱시부프로펜)_(0.3g/1정),142301ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,300,급여,20210599,2021-12-16
644901973,중외20%만니톨주_(20g/100mL/백),148002BIJ,D-Mannitol,D-만니톨 200g,200,20,급여,20210599,2021-12-16
663602840,아트라펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
663602840,아트라펜세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
663602810,아트라펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
663602810,아트라펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
620500100,네비스톨정2.5밀리그램(네비보롤염산염)_(2.725mg/1정),489502ATB,Nebivolol,네비보롤 10mg,10,2.5,급여,20210599,2021-12-16
658107300,덱시네정(덱시부프로펜)_(0.3g/1정),142301ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,300,급여,20210599,2021-12-16
694002830,리키롤정1밀리그램(로피니롤염산염)_(1.14mg/1정),224901ATB,Ropinirole,로피니롤 24mg,24,1,급여,20210599,2021-12-16
644913061,중외15%만니톨주사액_(15g/100mL/백),148001BIJ,D-Mannitol,D-만니톨 200g,200,15,급여,20210599,2021-12-16
641606870,렉사콜드정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정),474802ATB,Escitalopram,에스시탈로프람 20mg,20,10,급여,20210599,2021-12-16
654202480,알파아테놀올정(아테놀롤)_(50mg/1정),111403ATB,Atenolol,아테놀롤 100mg,100,50,급여,20210599,2021-12-16
644703170,디아미크롱정(글리클라지드)_(80mg/1정),165602ATB,Gliclazide,글리클라지드 320mg,320,80,급여,20210599,2021-12-16
654003970,피타반정2밀리그램(피타바스타틴칼슘)_(2mg/1정),470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
694001370,렉사스타정20밀리그램(에스시탈로프람옥살산염)_(25.54mg/1정),474803ATB,Escitalopram,에스시탈로프람 20mg,20,20,급여,20210599,2021-12-16
641700560,보나링에이정(디멘히드리네이트)_(50mg/1정),145901ATB,Dimenhydrinate,디멘히드리네이트 200mg,200,50,급여,20210599,2021-12-16
658603860,덱브펜정300밀리그램(덱시부프로펜)_(0.3g/1정),142301ATB,Dexibuprofen,"덱시부프로펜 1,200mg",1200,300,급여,20210599,2021-12-16
644805970,메록시펜캡슐(멜록시캄)_(7.5mg/1캡슐),189701ACH,Meloxicam,멜록시캄 15mg,15,7.5,급여,20210599,2021-12-16
59000641,케이에스트라마돌염산염주_(50mg/1mL),242330BIJ,Tramadol,트라마돌염산염 400mg,400,50,급여,20210599,2021-12-16
664602630,글루파엑스알서방정1000밀리그램(메트포르민염산염)_(1g/1정),191504ATR,Metformin,"메트포르민염산염 2,000mg",2000,1000,급여,20210599,2021-12-16
658603950,이로스타정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
640903941,지트라돌주50밀리그램(트라마돌염산염)_(50mg/1mL),242330BIJ,Tramadol,트라마돌염산염 400mg,400,50,급여,20210599,2021-12-16
645100401,대한디-만니톨주사액(15%)_(15g/100mL),148001BIJ,D-Mannitol,D-만니톨 200g,200,15,급여,20210599,2021-12-16
680500730,프레탑캡슐75밀리그램(프레가발린)_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
650304020,소부날에이정_(1정),443600ATB,acetaminophen,"아세트아미노펜으로써 4,000mg",4000,300,급여,20210599,2021-12-16
649502471,"유니세파주1그람(세프타지딤수화물)(수출명:유니세프주1g(세프타지딤수화물)유니산주1그람,프로지딤주)_(1g/1병)",128301BIJ,Ceftazidime,세프타지딤 9g(역가),9,1,급여,20210599,2021-12-16
655603010,팩토스정(피오글리타존염산염)_(16.53mg/1정),431901ATB,Pioglitazone,피오글리타존 30mg,30,15,급여,20210599,2021-12-16
641606860,렉사콜드정5밀리그램(에스시탈로프람옥살산염)_(6.39mg/1정),474801ATB,Escitalopram,에스시탈로프람 20mg,20,5,급여,20210599,2021-12-16
620500250,네비스톨정1.25밀리그램(네비보롤염산염)_(1.3625mg/1정),489503ATB,Nebivolol,네비보롤 10mg,10,1.25,급여,20210599,2021-12-16
656000260,록사펜정(록소프로펜나트륨수화물)_(68.1mg/1정),186101ATB,Loxoprofen,록소프로펜나트륨 180mg,180,60,급여,20210599,2021-12-16
650303510,로수바틴정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
655601130,스타디핀정(암로디핀말레산염)_(6.42mg/1정),459801ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
652904170,서울가바펜틴캡슐300밀리그램_(0.3g/1캡슐),164202ACH,gabapentin,가바펜틴 3600mg,3600,300,급여,20210599,2021-12-16
669805290,프리가반캡슐75mg(프레가발린)_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
694000080,베아디핀에스정(에스암로디핀베실산염2.5수화물)_(3.74mg/1정),483201ATB,S-amlodipine,에스암로디핀 5mg,5,2.5,급여,20210599,2021-12-16
629700131,오스코반코마이신주0.5g(반코마이신염산염)_(0.5g/1병),247205BIJ,Vancomycin,반코마이신 2g(역가),2,0.5,급여,20210599,2021-12-16
620500110,콩브럭정2.5밀리그램(비소프롤롤푸마르산염)_(2.5mg/1정),117903ATB,Bisoprolol,비소프롤롤푸마르산염 20mg,20,2.5,급여,20210599,2021-12-16
645900170,다이아민엑스알서방정(메트포르민염산염)_(0.5g/1정),191502ATR,Metformin,"메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
57700390,노바스정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
664602610,암로사정5밀리그램(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
642204320,타세놀8시간이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정),101404ATR,Acetaminophen,"아세트아미노펜으로 4,000mg",4000,325,급여,20210599,2021-12-16
58800630,암로베핀정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
642904910,피타큐정4밀리그램(피타바스타틴칼슘)_(4mg/1정),470903ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,4,급여,20210599,2021-12-16
59000700,노바딘정(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
59600310,노바킴정5mg(암로디핀베실산염)_(6.944mg/1정),107601ATB,Amlodipine,암로디핀 10mg,10,5,급여,20210599,2021-12-16
642203450,아모텐션정10밀리그램(암로디핀베실산염)_(13.889mg/1정),107602ATB,Amlodipine,암로디핀 10mg,10,10,급여,20210599,2021-12-16
53600380,뉴암로디프정10밀리그램(암로디핀베실산염)_(13.889mg/1정),107602ATB,Amlodipine,암로디핀 10mg,10,10,급여,20210599,2021-12-16
657200821,트롤락주(케토롤락트로메타민염)_(30mg/1mL),180033BIJ,Ketorolac,케토롤락트로메타민염 90mg,90,30,급여,20210599,2021-12-16
54800080,가바메드캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),480402ACH,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
642404090,크레아진플러스정10/5mg_(1정),640700ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
668903260,젤리프서방정150밀리그램(프레가발린)_(0.15g/1정),480402ATR,Pregabalin,프레가발린 600mg,600,150,급여,20210599,2021-12-16
642105360,유한프레가발린서방정300밀리그램(프레가발린)_(0.3g/1정),480403ATR,Pregabalin,프레가발린 600mg,600,300,급여,20210599,2021-12-16
