제품코드,제품명,성분코드,성분명,1일최대투여량,1일최대 투여기준량,점검기준 성분함량 (총함량),급여구분,공고번호,공고일자
660700470,모렘정(돔페리돈말레산염)_(12.72mg/1정),148501ATB,Domperidone,돔페리돈 30mg,30,10,급여,20210599,2021-12-16
646001090,몬테스엠정(돔페리돈말레산염)_(12.72mg/1정),148501ATB,Domperidone,돔페리돈 30mg,30,10,급여,20210599,2021-12-16
645702630,삼아돔페리돈말레산염정_(12.72mg/1정),148501ATB,Domperidone,돔페리돈 30mg,30,10,급여,20210599,2021-12-16
652105410,올메디퀄정10/40밀리그램_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
663606540,리비카정10/40밀리그램_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
645604470,비바스정10/40밀리그램_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
645404300,세비듀오정10/40밀리그램_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
657805410,세비원정10/40밀리그램_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
691800010,세엘진탈리도마이드캡슐50밀리그램_(50mg/1캡슐),485701ACH,Thalidomide,탈리도마이드 400mg,400,50,급여,20210599,2021-12-16
643700501,국제세프트리악손나트륨수화물주500밀리그람_(0.5g/1병),128804BIJ,Ceftriaxone,세프트리악손 4g(역가),4000,500,급여,20210599,2021-12-16
665502290,유니설암주750밀리그람(설박탐나트륨.암피실린나트륨)_(1병),328500BIJ,Sulbactam/Ampicillin,설박탐 4g(역가),4000,250,급여,20210599,2021-12-16
644502360,유로가바캡슐75밀리그램(프레가발린)_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
651602340,윈리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
642003000,현대프레가발린캡슐75밀리그램_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
678600870,큐로리카캡슐75밀리그램(프레가발린)_(75mg/1캡슐),480401ACH,Pregabalin,프레가발린 600mg,600,75,급여,20210599,2021-12-16
649807070,설트람정50밀리그램(설트랄린염산염)_(55.95mg/1정),227001ATB,Sertraline,설트랄린 200mg,200,50,급여,20210599,2021-12-16
658202470,메포민플러스정_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
652903300,메피리드엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
650302810,미아릴엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
694000490,베아릴엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
645209050,글리마엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
629701010,오코마릴엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
670401390,리메포민정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
53600110,뉴글리필드엠정_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
651201570,카베딘정25밀리그람(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
646002160,카베타정(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
670401470,딜라트롤정(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
53600060,뉴카르벨로정25밀리그램(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
649104140,달라트정25mg(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
678601190,뉴딜렌정25밀리그램(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
647303580,카르베타정25밀리그램(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
669502490,카베씨티정25mg(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
622803940,디카베엠정25mg(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
658107200,카라베정25밀리그램(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
669907740,딜라텐정25밀리그램(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
641907500,보령카르베딜롤정25밀리그램_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
59000820,카베론정(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
59600360,카르벳정(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
73000390,건카베딜정25밀리그램(카르베딜롤)_(25mg/1정),125002ATB,Carvedilol,카르베딜롤 100mg,100,25,급여,20210599,2021-12-16
693200340,이르벨정(이르베사르탄)_(0.15g/1정),177301ATB,Irbesartan,이르베사르탄 300mg,300,150,급여,20210599,2021-12-16
651202700,이베프로정150밀리그램(이르베사르탄)_(0.15g/1정),177301ATB,Irbesartan,이르베사르탄 300mg,300,150,급여,20210599,2021-12-16
663608680,로수바정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
647805560,뉴스타틴알정2.5밀리그램(로수바스타틴칼슘)_(2.6mg/1정),454005ATB,Rosuvastatin,로수바스타틴 20mg,20,2.5,급여,20210599,2021-12-16
648508240,콜로스타정2.5밀리그램(로수바스타틴칼슘)_(2.6mg/1정),454005ATB,Rosuvastatin,로수바스타틴 20mg,20,2.5,급여,20210599,2021-12-16
643606530,"다비듀오정10/2.5밀리그램(에제티미브, 로수바스타틴칼슘)_(1정)",701100ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
645406310,"로제듀오정10/2.5밀리그램(에제티미브, 로수바스타틴칼슘)_(1정)",701100ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
653804980,하이엘정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
670701620,피타바스정2밀리그램(피타바스타틴칼슘)_(2mg/1정),470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
645905310,동광피타바스타틴정2밀리그램(피타바스타틴칼슘)_(2mg/1정),470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
657804710,리파틴정2밀리그램(피타바스타틴칼슘)_(2mg/1정),470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
660702460,"타스틴정2밀리그램(피타바스타틴)_(피타바스타틴칼슘, 2mg/1정)",470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
643103410,피타넥스정(피타바스타틴칼슘)_(2mg/1정),470901ATB,Pitavastatin,피타바스타틴칼슘 4mg,4,2,급여,20210599,2021-12-16
693200621,글로지딤주1g(세프타지딤수화물*건조탄산나트륨)_(1.12g/1병),128301BIJ,Ceftazidime,세프타지딤 9g(역가),9,1,급여,20210599,2021-12-16
643505910,데잘탄정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
657805320,칸데라정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
642904200,칸데로탄정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
648103000,칸사타정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
656003650,하이살탄정8mg(칸데사르탄실렉세틸)_(8mg/1정),122601ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,8,급여,20210599,2021-12-16
642802320,고려칸데사르탄정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
653402270,칸델탄정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
648506240,칸세틸정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
649805020,칸데산정16mg(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
642904190,칸데로탄정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),122602ATB,Candesartan cilexetil,칸데사르탄실렉세틸 32mg,32,16,급여,20210599,2021-12-16
648507960,가블리메트정_(1정),519600ATB,Metformin/Vildagliptin,"메트포르민2,000mg/빌다글립틴 100mg",100,50,급여,20210599,2021-12-16
648103750,듀오로반정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
657805790,로스토린정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
645404530,로제듀오정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
652604920,로제티브정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
649807080,로젯정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
670607460,에슈바정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
648507560,에제로수정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
645305450,크레더블정10/10밀리그램_(1정),640800ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
648103730,듀오로반정10/20밀리그램_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
628902010,이바록정15밀리그램(리바록사반)_(15mg/1정),511402ATB,Rivaroxaban,"리바록사반 20mg, 30mg (적응증에 따라 상이)",20,15,급여,20210599,2021-12-16
657805780,로스토린정10/20밀리그램_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
645404540,로제듀오정10/20밀리그램_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
652604930,로제티브정10/20밀리그램_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
649807090,로젯정10/20밀리그램_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
670607450,에슈바정10/20밀리그램_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
648507550,에제로수정10/20밀리그램_(1정),640900ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
645303260,한림로자탄정(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
660700320,로더스정50밀리그램(로사르탄칼륨)_(50mg/1정),185701ATB,Losartan,로사르탄칼륨 100mg,100,50,급여,20210599,2021-12-16
642700300,동화디트로판정(옥시부티닌염산염)_(5mg/1정),207001ATB,Oxybutynin,옥시부티닌염산염 20mg,20,5,급여,20210599,2021-12-16
658602690,카니트론정1밀리그램(그라니세트론염산염)_(1.1mg/1정),167301ATB,granisetron,그라니세트론 9mg,9,1,급여,20210599,2021-12-16
57200070,카이트릴정1밀리그램(그라니세트론염산염)_(1.1mg/1정),167301ATB,granisetron,그라니세트론 9mg,9,1,급여,20210599,2021-12-16
653102660,그라트릴오디정(그라니세트론염산염)_(1.12mg/1정),167301ATD,granisetron,그라니세트론 9mg,9,1,급여,20210599,2021-12-16
653402510,글리메론정_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
656003140,글리메릴엠정_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
693901210,글리메엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
657808120,"리나원듀오정2.5/500밀리그램(리나글립틴,메트포르민)_(1정)",520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
641907000,"트루리나엠정2.5/500mg(리나글립틴,메트포르민염산염)_(1정)",520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
645306140,"리나로엠정2.5/500밀리그램(리나글립틴,메트포르민염산염)_(1정)",520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
662504550,"글로틴듀오정2.5/500mg(리나글립틴, 메트포르민염산염)_(1정)",520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
642906860,리나제틴듀오정2.5/500밀리그램_(1정),520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
649508470,트란타듀오정2.5/500밀리그램_(1정),520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
643705520,트라디엠듀오정2.5/500밀리그램_(1정),520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
648104090,리타메진정2.5/500밀리그램_(1정),520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
653806280,트라글립틴듀오정2.5/500mg_(1정),520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
670609240,"리나디포듀오정2.5/500mg(리나글립틴, 메트포르민)_(1정)",520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
657308940,리나탑듀오정2.5/500밀리그램_(1정),520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
645406260,리나틴플러스정2.5/500밀리그램_(1정),520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
671707350,트라케이듀오정2.5/500밀리그램_(1정),520700ATB,Metformin/Linagliptin,"메트포르민2,000mg/리나글립틴 5mg",5,2.5,급여,20210599,2021-12-16
693903070,메트피오정15/850밀리그램_(1정),498100ATB,Metformin/Pioglitazone,"메트포르민2,500mg/피오글리타존 30mg",30,15,급여,20210599,2021-12-16
625201970,하이메트정15/850밀리그램_(1정),498100ATB,Metformin/Pioglitazone,"메트포르민2,500mg/피오글리타존 30mg",30,15,급여,20210599,2021-12-16
645906710,피오메포정15/850밀리그램_(1정),498100ATB,Metformin/Pioglitazone,"메트포르민2,500mg/피오글리타존 30mg",30,15,급여,20210599,2021-12-16
645406120,액토존메트정15/850밀리그램_(1정),498100ATB,Metformin/Pioglitazone,"메트포르민2,500mg/피오글리타존 30mg",30,15,급여,20210599,2021-12-16
652100480,사브릴정500밀리그람(비가바트린)_(0.5g/1정),247701ATB,Vigabatrin,비가바트린 3g,3,0.5,급여,20210599,2021-12-16
642003150,스타레탐정500밀리그램(레비티라세탐)_(0.5g/1정),488501ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,500,급여,20210599,2021-12-16
657202420,케프렙톨정500밀리그램(레비티라세탐)_(0.5g/1정),488501ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,500,급여,20210599,2021-12-16
651903800,큐팜정500밀리그램(레비티라세탐)_(0.5g/1정),488501ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,500,급여,20210599,2021-12-16
642802470,레비로틴정500밀리그램(레비티라세탐)_(0.5g/1정),488501ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,500,급여,20210599,2021-12-16
643506440,레비라정500밀리그램(레비티라세탐)_(0.5g/1정),488501ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,500,급여,20210599,2021-12-16
647803740,에필라탐정500밀리그램(레비티라세탐)_(0.5g/1정),488501ATB,Levetiracetam,"레비티라세탐 3,000mg",3000,500,급여,20210599,2021-12-16
651202230,헤미푸롤정5밀리그람(비소프롤롤푸마르산염)_(5mg/1정),117902ATB,Bisoprolol,비소프롤롤푸마르산염 20mg,20,5,급여,20210599,2021-12-16
643301200,살로탄플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
644000980,세자르플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
644703770,에스케이코스카플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
649402220,자라탄플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
657803190,코사탄플러스정_(1정),262500ATB,Losartan/Hydrochlorothiazide,로사르탄칼륨 100mg/히드로클로로티아지드 25mg,100,50,급여,20210599,2021-12-16
660702500,글레아정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
648506610,크리메릴엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
652100840,아마릴엠정2/500밀리그람(수출명 : 코아마릴2/500밀리그람)_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
651503310,그리마린엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
642104110,글라포민엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
647803560,글레딘엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
644308240,글리마릴엠정2/500밀리그램_(1정),474300ATB,glimepiride/metformin,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
643902800,로비탄정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
643305640,로수로드정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
660702940,로수브이정5mg(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
653403160,로수탄정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
651204210,로수틴정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
657805460,로스토정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
670606780,로스톤정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
642802810,리포스토정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
665001980,수바스틴정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
650203400,슈스타정5밀리그램(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
648602680,씨엠지로수바스타틴정5mg(로수바스타틴칼슘)_(5.2mg/1정),454003ATB,Rosuvastatin,로수바스타틴 20mg,20,5,급여,20210599,2021-12-16
659900170,유로시트라케이10mEq서방정(구연산칼륨)_(1.08g/1정),215902ATR,potassium citrate,"시트르산칼륨수화물 10,800mg",10800,1080,급여,20210599,2021-12-16
648103510,올로디핀정10/40밀리그램_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
670607120,올메듀오정10/40밀리그램_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
651904190,올메디핀정10/40mg_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
644913830,올멕포스정10/40밀리그램_(1정),582400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
642507130,세비살탄정 10/40밀리그램_(1정),629400ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
642507120,세비살탄정 5/20밀리그램_(1정),629500ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,20,급여,20210599,2021-12-16
642507140,세비살탄정 5/40밀리그램_(1정),629600ATB,Amlodipine/Olmesartan medoxomil,암로디핀 10mg/올메사르탄메독소밀 40mg,40,40,급여,20210599,2021-12-16
52900060,탈라이드캡슐100mg(탈리도마이드)_(0.1g/1캡슐),485702ACH,Thalidomide,탈리도마이드 400mg,400,100,급여,20210599,2021-12-16
626100120,탈리그로브캡슐100밀리그램(탈리도마이드)_(0.1g/1캡슐),485702ACH,Thalidomide,탈리도마이드 400mg,400,100,급여,20210599,2021-12-16
648508220,"에제로수정10/2.5밀리그램(에제티미브, 로수바스타틴)_(1정)",701100ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
622805050,"로수엠젯정10/2.5밀리그램(에제티미브, 로수바스타틴)_(1정)",701100ATB,Ezetimibe/Rosuvastatin,에제티미브 10mg/로수바스타틴 20mg,10,10,급여,20210599,2021-12-16
664602800,글루파엑스알서방정500밀리그램(메트포르민염산염)_(0.5g/1정),191502ATR,Metformin,"메트포르민염산염 2,000mg",2000,500,급여,20210599,2021-12-16
694003870,대웅피오메트정15/850밀리그램_(1정),498100ATB,Metformin/Pioglitazone,"메트포르민2,500mg/피오글리타존 30mg",30,15,급여,20210599,2021-12-16
678000140,지트람엑스엘서방정150밀리그람(트라마돌염산염)_(0.15g/1정),242302ATR,Tramadol,트라마돌염산염 400mg,400,150,급여,20210599,2021-12-16
650000090,나라믹정2.5밀리그램(나라트립탄염산염)_(2.78mg/1정),415501ATB,Naratriptan,나라트립탄 5mg,5,2.5,급여,20210599,2021-12-16
674900451,케랄주(덱스케토프로펜트로메타몰)_(73.8mg/2mL),454330BIJ,Dexketoprofen,덱스케토프로펜 150mg,150,50,급여,20210599,2021-12-16
642902720,세타마돌세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,18.75,급여,20210599,2021-12-16
642902720,세타마돌세미정_(1정),480600ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,162.5,급여,20210599,2021-12-16
644703310,미가드정2.5mg(프로바트립탄숙신산염일수화물)_(3.91mg/1정),509501ATB,Frovatriptan,프로바트립탄 5mg,5,2.5,급여,20210599,2021-12-16
690300870,제이아트셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
690300870,제이아트셋정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
647201840,라노펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
647201840,라노펜정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
642902710,세타마돌정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜 2,600mg/트라마돌염산염 300mg",300,37.5,급여,20210599,2021-12-16
642902710,세타마돌정_(1정),513000ATB,Acetaminophen/Tramadol,"아세트아미노펜으로써 4,000mg",4000,325,급여,20210599,2021-12-16
